read_index,basename,mean_mapq,median_mapq,n_chromosomes,order,n_bins,read_length_bp,genes,n_genes
12356,batch01,58.625,60.0,3,8,5,4220,Slc7a4;Nudcd3;Camk2b;Emid1;Tango2,5
12371,batch01,60.0,60.0,2,4,2,3336,Vax2os;Rtkn;Ddx60;Vax2,4
12392,batch04,60.0,60.0,1,2,2,1939,Gm12146,1
12406,batch01,60.0,60.0,1,3,2,2361,Gm12146,1
12438,batch04,55.8,60.0,1,5,4,3435,Farsa;Gm10644;Ccdc7a,3
12487,batch01,58.0,60.0,1,5,3,3889,Zfhx3;Nfat5,2
12500,batch04,60.0,60.0,2,2,2,1706,Rigi;Hsd17b2,2
12520,batch04,60.0,60.0,2,5,3,3071,Gm16675;Gm11715;Dgkeos,3
12554,batch01,60.0,60.0,2,4,3,3983,Gm28053;Dap3,2
12608,batch04,50.166666666666664,60.0,4,6,4,3088,Scap;Pbx2;Kif9;Xpc,4
12650,batch01,60.0,60.0,2,6,3,3376,Nf1;Nmnat1;Ube4b,3
12663,batch01,44.2,60.0,1,10,4,4879,Tsnax;Ntpcr;Itgb1,3
12678,batch01,41.6,60.0,1,5,3,2513,Gnao1;Gm45341,2
12681,batch04,30.8,39.0,2,5,3,2646,Podnl1;Inpp4b,2
12711,batch01,60.0,60.0,2,2,2,1820,Jade1,1
12723,batch01,29.666666666666668,28.0,3,3,3,2240,Cklf,1
12754,batch04,60.0,60.0,2,7,4,3441,Arhgef6;Csmd1;Cfap97,3
12821,batch01,60.0,60.0,2,2,2,2484,Tmem131,1
12945,batch01,60.0,60.0,1,2,2,1847,Spire2;Gm26632,2
12980,batch01,45.25,60.0,1,4,2,3039,Dusp16,1
12981,batch04,22.0,13.0,4,5,4,2461,Zfp354a,1
12985,batch01,60.0,60.0,2,4,2,2319,Pfdn1;Cdh13,2
13006,batch04,43.642857142857146,60.0,3,14,6,4478,Zfp958;Poteg;Gm45861;Ttll2,4
13017,batch03,53.4,60.0,2,5,2,3385,Rab3il1,1
13023,batch04,43.57142857142857,60.0,3,7,5,3297,Gm31135;Nup88,2
13038,batch03,54.285714285714285,60.0,1,7,4,3567,Dctd,1
13076,batch03,57.666666666666664,60.0,1,3,2,2075,Adipor2,1
13142,batch01,60.0,60.0,1,5,5,2712,Wwp2;1190005I06Rik;Dus2,3
13163,batch04,54.0,59.0,2,4,3,2101,Abat;Dexi;Ltv1,3
13210,batch04,51.57142857142857,60.0,1,7,4,2717,Serpini2;Cgn;Serpini1,3
13211,batch01,60.0,60.0,1,3,2,3261,Rapgef2;Wdr49;Serpini1,3
13213,batch04,51.333333333333336,60.0,2,3,2,1951,Snhg14;Hivep2,2
13253,batch01,59.166666666666664,60.0,2,6,4,4014,Hydin;Banp;Glg1;Btbd9,4
13314,batch04,53.285714285714285,60.0,1,7,2,3165,Rap1gds1;Ank2,2
13506,batch04,49.25,60.0,2,4,2,2708,Smc5,1
13507,batch03,60.0,60.0,2,3,3,2583,Dhx40;Itfg1;Trim37,3
13511,batch03,51.833333333333336,60.0,2,6,3,2385,Znrf3,1
13652,batch01,60.0,60.0,1,5,2,3148,Cadm1;Gm31374,2
13657,batch04,50.0,60.0,1,5,3,2476,Dlc1,1
13683,batch03,60.0,60.0,2,3,3,2238,Obox5;Smyd1,2
13707,batch02,51.57142857142857,60.0,1,7,4,4115,Gm30504;Klkb1;Csmd1,3
13759,batch04,60.0,60.0,1,4,2,2398,Mdfic;Znrf2;Nod1,3
13770,batch03,49.8,60.0,1,5,4,2717,Sox5;Ccdc91,2
13837,batch03,54.875,60.0,3,8,4,4844,Ezr;Gm41414;Prkn,3
13905,batch01,60.0,60.0,1,3,2,2585,Epn2;Acsl6,2
13910,batch03,60.0,60.0,1,2,2,2547,Pmvk;Nup210l,2
14050,batch01,60.0,60.0,1,2,2,1821,Gucy2c,1
14053,batch04,44.75,59.0,2,4,3,2615,Klhl33,1
14077,batch04,60.0,60.0,1,4,3,2549,Cacna1a;Ces5a,2
14113,batch04,51.25,60.0,1,12,2,5086,Cbx3;Hottip;Hoxa7;Jazf1,4
14120,batch01,60.0,60.0,1,14,2,5766,Celf3;Rapgef2,2
14160,batch04,55.5,60.0,1,8,3,3237,Banp;Wwox;Cdyl2,3
14161,batch04,10.5,10.5,2,2,2,2179,Mtmr7,1
14186,batch03,60.0,60.0,1,4,2,2467,Copg2;2210408F21Rik,2
14187,batch04,57.0,60.0,2,5,2,2399,Exoc4,1
14193,batch04,48.166666666666664,60.0,1,6,2,3122,Csmd1;Gm7706,2
14319,batch04,58.333333333333336,60.0,2,6,3,2419,E230015B07Rik;Slc6a6;Gm41333,3
14334,batch04,43.0,60.0,1,7,2,3572,Ezr;T2,2
14339,batch01,36.42857142857143,60.0,4,7,5,2445,Tnk2;Zmat4,2
14369,batch04,60.0,60.0,1,2,2,2046,Rybp;Magi1,2
14372,batch04,60.0,60.0,2,5,3,3083,Tmcc1;Ppfibp1;Tm7sf3;1700125G22Rik;Gm56980,5
14401,batch01,54.1,60.0,1,10,4,4245,Zfp423;Aktip;Fto;Rbl2,4
14457,batch04,48.57142857142857,60.0,1,7,3,3928,Gm44626;Gm56856;Gm44622;Ank1,4
14531,batch04,60.0,60.0,2,6,3,3747,9530036M11Rik;Chn2;Cpvl;4921529L05Rik,4
14646,batch01,58.166666666666664,60.0,2,6,3,2538,Urb2;C1rl;Sipa1l2,3
14698,batch01,41.333333333333336,60.0,3,6,4,3176,Chl1;Pkd1l1,2
14702,batch04,55.4,60.0,3,5,4,2918,Stox2;Fam3d;Nrg1,3
14780,batch01,48.6,60.0,2,5,4,2888,4933427D06Rik;Foxp1;Tafa4,3
14793,batch04,28.333333333333332,24.0,2,3,3,2007,Grin2b,1
14856,batch03,60.0,60.0,1,2,2,1644,Nrp1,1
15005,batch01,45.0,45.0,2,2,2,4958,B230217O12Rik;AI849053,2
15077,batch01,37.0,60.0,3,5,4,2687,Tpte;Svopl,2
15092,batch01,30.0,30.0,2,2,2,1904,Marchf1;Poln,2
15131,batch04,48.666666666666664,60.0,1,3,2,2825,Cntn4,1
15244,batch03,40.0,49.0,2,4,3,2228,Galntl6,1
15497,batch04,43.0,60.0,2,7,4,4175,Dlc1;2810404M03Rik,2
15614,batch01,32.25,32.0,3,16,3,7611,Gm19935,1
15927,batch04,58.0,60.0,1,8,2,3901,Gm10649;Nr3c2;Gm45740,3
15998,batch01,60.0,60.0,1,2,2,2281,Coa5,1
16166,batch04,60.0,60.0,1,5,2,3902,Ces2a;Cdh13,2
16206,batch03,35.0,35.0,1,2,2,1683,Usp13,1
16310,batch04,60.0,60.0,1,3,3,3272,Nmt1;Taco1os;Cdc27,3
16323,batch03,60.0,60.0,2,2,2,2055,Psma5,1
16353,batch01,60.0,60.0,1,3,2,2384,Dlc1,1
16423,batch04,48.2,60.0,3,5,4,2500,Cers5;Ubqln1;Dlgap2;Nrg1,4
16442,batch04,34.5,39.0,2,4,3,2079,Gm45904,1
16461,batch04,21.571428571428573,14.0,1,7,2,4463,Vmn2r30;Vmn2r34,2
16495,batch02,60.0,60.0,1,2,2,2032,Cdh13,1
16520,batch03,60.0,60.0,1,6,3,3091,Gm45587;Nrg1,2
16631,batch04,60.0,60.0,1,3,2,2057,Gm26843,1
16720,batch04,60.0,60.0,2,4,2,2896,Zcchc14;Ccdc40,2
16734,batch02,43.083333333333336,54.5,3,12,6,4541,Cdip1;Tmem144;Fnip2,3
16790,batch04,51.6,60.0,2,5,3,3284,Gm19744,1
16797,batch04,40.333333333333336,60.0,2,3,2,2450,Gm12524,1
16813,batch04,60.0,60.0,1,2,2,1923,Cdc42se2;Wdpcp,2
16819,batch01,52.7,60.0,1,10,2,3871,Tcam1;Msi2,2
16919,batch01,40.0,60.0,1,5,3,3326,Gm5577;Efcc1;Eefsec;Copg1,4
16976,batch04,5.5,0.5,2,4,3,2306,Gm26782,1
16989,batch04,60.0,60.0,1,4,2,2760,Gm44178;Chchd6,2
17002,batch04,60.0,60.0,1,2,2,1864,Zfhx3,1
17082,batch01,46.333333333333336,60.0,1,3,2,2317,Mylk3,1
17131,batch04,47.875,60.0,1,16,2,4563,Epn2;Acox1,2
17139,batch01,49.666666666666664,60.0,1,36,2,11095,Zbtb10;Zfp704,2
17140,batch01,60.0,60.0,2,6,3,2989,C1galt1;Ube2e2;Gm44178,3
17268,batch04,47.27272727272727,60.0,3,11,7,4512,Ccdc7a;Gm5648;Mdga2;Zc3h12b;Pcdh11x,5
17319,batch03,55.4,60.0,2,5,4,2792,Myo16,1
17346,batch01,55.714285714285715,60.0,1,7,3,3617,Cecr2;Lncpint,2
17406,batch03,60.0,60.0,3,6,5,5312,Adgrg4;Gm30504,2
17419,batch01,33.714285714285715,36.0,1,7,3,3409,Sorbs2os;Tlr3;Sorbs2,3
17442,batch04,43.72727272727273,60.0,2,11,3,4230,Nectin4;Osbpl2;Arhgap30,3
17454,batch03,57.5,60.0,1,6,3,2693,Dlgap2,1
17504,batch02,60.0,60.0,1,3,3,2862,Zdhhc2;Arhgef18,2
17517,batch04,57.0,60.0,2,6,5,3017,Kras;Rerg;Gucy2c,3
17609,batch04,60.0,60.0,2,4,3,2914,Depdc5;Gm15614;C1qbp,3
17622,batch01,48.2,60.0,2,5,3,2447,St7;Pde10a;Zdhhc14;Gm1604a,4
17670,batch04,60.0,60.0,3,5,3,3314,Gm11565;Clec16a,2
17749,batch01,60.0,60.0,1,3,3,2207,Iqcm;4933431K23Rik,2
17757,batch04,60.0,60.0,1,6,2,3277,Gm53052;Cecr2;Slc25a18,3
17778,batch04,41.55555555555556,60.0,1,9,2,4862,Mvd;n-R5s146;Zfpm1;Tcf25,4
17819,batch04,55.083333333333336,60.0,1,12,6,4436,n-R5s146;2310022B05Rik;Wdr59;Lrrc36;Znrf1;Mlkl;Nfat5;Galnt2,8
17832,batch01,60.0,60.0,1,3,2,2930,Dnajc1,1
17952,batch01,30.5,30.5,1,2,2,2012,n-R5s146,1
17955,batch01,56.9,60.0,2,20,4,7537,Nfatc3;Cdh3;Smpd3;St7;Prmt7;Nfat5,6
17987,batch01,28.6,21.0,2,5,4,3106,Gm50405;n-R5s146;Galns,3
18119,batch01,50.4,60.0,3,5,4,2537,4930586N03Rik;Rgl2;Hsf2bp;Gm23730,4
18127,batch04,51.57142857142857,60.0,2,7,7,4188,1700030F04Rik;Large1;Gm11033;Gipc1,4
18139,batch04,60.0,60.0,2,2,2,2816,Etl4;Ssh2,2
18177,batch04,30.5,30.5,2,2,2,1639,Ccr6,1
18187,batch03,40.333333333333336,60.0,1,3,2,1835,Nfix;n-R5s120,2
18202,batch01,60.0,60.0,1,2,2,1926,Tm7sf3,1
18234,batch01,56.11764705882353,60.0,1,17,5,7984,Cxcl12;Smyd1;Exoc6b;Hrh1,4
18278,batch04,56.4,60.0,2,5,2,2274,Vps54;Gm56839,2
18282,batch03,60.0,60.0,1,4,4,2832,Fndc3b;Dcun1d1;Pld1;Papss1,4
18341,batch04,60.0,60.0,1,2,2,1616,Cacna1a;4933431K23Rik,2
18374,batch04,55.5,60.0,2,4,2,2880,Rab43;Gm5577,2
18392,batch04,39.3,60.0,1,10,2,4460,Cdh15;n-R5s141;Cbfa2t3;Ankrd11;Trhr2,5
18393,batch04,22.0,5.5,3,6,3,4094,Gm25212;Aak1;n-R5s146,3
18423,batch04,40.166666666666664,60.0,2,6,4,4557,Slc27a1;n-R5s141,2
18427,batch04,60.0,60.0,1,5,2,2828,Tlk2;Plekhm1;Lrrc37,3
18470,batch04,60.0,60.0,2,4,3,3229,Sim2;Gm49620;Tmem167b,3
18497,batch01,52.266666666666666,60.0,1,15,9,5574,Cmtm3;Fbxo8;Hydin;Asb5;Cpe;Zmat4,6
18572,batch04,58.714285714285715,60.0,1,7,3,2996,Cbfa2t3;4732419C18Rik;Disc1;A530010L16Rik,4
18574,batch04,60.0,60.0,1,2,2,1835,Tnrc6c;Hnrnpab,2
18591,batch03,57.25,60.0,1,4,3,2564,Zdhhc2,1
18641,batch04,55.44444444444444,60.0,2,9,3,3116,Pdzd2,1
18668,batch04,50.8,60.0,2,5,3,2347,Wiz;Arid1b;Atad5,3
18670,batch04,8.555555555555555,1.0,2,18,7,6495,Gm21092;Gm6483;6820431F20Rik;Gm3365;2610005L07Rik,5
18685,batch04,60.0,60.0,2,4,2,2637,Col24a1;Ryr1,2
18689,batch03,55.833333333333336,60.0,2,6,2,3380,Iqcm,1
18698,batch04,56.833333333333336,60.0,1,6,5,3253,Wwox;Gm45704;Gm45341,3
18737,batch04,47.54545454545455,60.0,1,11,3,4497,Abce1;Gm31105,2
18793,batch01,60.0,60.0,1,2,2,2277,Aplf,1
18817,batch01,60.0,60.0,1,6,2,3436,Kansl1,1
18825,batch03,36.0,36.0,1,2,2,2153,n-R5s141;Zc3h18,2
18865,batch03,60.0,60.0,1,4,2,2022,4930513N10Rik;Ces1a,2
18873,batch02,60.0,60.0,2,2,2,1796,Gm5089;Pcbp3,2
18941,batch01,46.75,60.0,2,12,3,4104,Mcph1,1
18998,batch04,45.22222222222222,60.0,2,9,5,4468,Atp11a;Tpte;Tanc2;Slc20a2;Gm5907;Dlgap2,6
19015,batch03,60.0,60.0,1,6,3,3064,Tmem181a;Snx9;Prkn,3
19018,batch01,60.0,60.0,1,3,2,2208,Vmp1;Smg6,2
19047,batch03,48.2,60.0,2,5,2,3136,Sec62;Mecom,2
19061,batch03,34.916666666666664,45.5,2,12,11,5439,Tm9sf5;Gm44626;Myo16,3
19106,batch01,49.333333333333336,60.0,2,9,3,5250,Mgat4a;Gm45740;Iqcm;Large1,4
19134,batch01,21.333333333333332,4.0,1,3,2,1868,n-R5s108,1
19149,batch01,58.0,60.0,1,7,3,3295,Sox5;Srgap3;Kras,3
19228,batch04,0.0,0.0,1,5,2,2198,Obox1,1
19257,batch01,30.0,28.0,1,5,2,2151,Taf5l;Rn5s-ps1;Nup133;Jph3,4
19258,batch04,30.5,30.5,1,2,2,1637,n-R5s121;Zfpm1,2
19301,batch01,60.0,60.0,1,4,2,2074,Pde10a;Fndc1,2
19369,batch01,40.0,60.0,1,3,3,2710,Neto2;Aktip,2
19370,batch02,50.0,60.0,1,4,2,2180,Foxp1;Gxylt2,2
19383,batch04,33.57142857142857,50.0,4,7,6,2805,Foxp1;Rimbp3;Mapk1,3
19436,batch04,56.8,60.0,2,5,2,3213,Lonrf1,1
19448,batch03,60.0,60.0,2,3,2,2453,Kbtbd12;Vwa8,2
19545,batch04,44.6,60.0,1,5,2,2498,n-R5s133;Afg3l1;Cdh13,3
19552,batch04,48.09090909090909,60.0,3,11,6,4310,Large1;Hmgxb4,2
19562,batch04,40.0,60.0,1,3,2,2440,Sprtn,1
19578,batch04,29.5,29.5,1,2,2,1540,Ankrd36,1
19588,batch01,60.0,60.0,1,10,2,3672,Asic2,1
19636,batch01,38.42857142857143,60.0,2,7,3,3373,Gm21811;Mgat4a;Vwa3b;6820431F20Rik;D430040D24Rik,5
19659,batch03,60.0,60.0,2,2,2,1744,Znrf3;Nfix,2
19680,batch03,60.0,60.0,1,2,2,1671,Rnf150,1
19696,batch04,47.4,60.0,2,10,3,3967,Lrrc37a;Fmnl1;Ccdc43;Lrrc37,4
19732,batch04,48.0,60.0,2,5,3,2736,Pde6h;Gm45524;Dera;Erp27,4
19733,batch04,32.0,32.0,1,2,2,2044,BC064078,1
19742,batch04,55.8,60.0,1,10,2,3313,Fanca;Gm26815;Jph3;Galnt2,4
19792,batch01,60.0,60.0,1,3,2,2298,Usp34,1
19816,batch04,52.5,60.0,2,8,5,4933,Tmem106b;Dlc1,2
19867,batch03,60.0,60.0,1,3,3,2079,Cmtr2;Cntnap4;Cdh13,3
19959,batch01,29.5,28.0,3,6,3,2549,Lin54;Sufu,2
19974,batch04,54.75,60.0,1,4,3,2714,Gm38551;Wdr27;T,3
19986,batch04,48.4,60.0,1,5,4,3137,Fto;Chd9,2
19987,batch04,60.0,60.0,1,4,2,2631,Trpc4,1
20018,batch04,60.0,60.0,1,2,2,1731,Gm45824;Gm45455,2
20038,batch04,48.083333333333336,60.0,2,12,9,4469,Gm16091;Frmd4a;Rab8a;Plvap,4
20068,batch02,60.0,60.0,1,5,2,2843,Emx1;Magi1;Alms1;Rab11fip5,4
20207,batch04,59.875,60.0,2,8,5,4344,Mcf2l;Ank1;Gm12153;Rnf145,4
20232,batch04,49.0,49.0,1,2,2,1675,Iqcm,1
20275,batch03,35.0,35.0,2,2,2,1622,5730522E02Rik;Gsr,2
20441,batch04,60.0,60.0,1,5,4,2785,Tenm3;Stox2,2
20528,batch04,46.0,60.0,2,5,3,3185,Dennd5b;Cul1,2
20709,batch04,50.3,60.0,2,10,3,4474,Chka;Gm960;Gm14643,3
20713,batch03,53.888888888888886,60.0,2,9,3,4155,Zbtb43;Zbtb34;Selenbp2,3
20766,batch04,60.0,60.0,2,3,2,1922,Ccdc157;Nde1,2
20798,batch03,43.333333333333336,60.0,1,3,3,2108,Trim24;Mgll,2
20825,batch04,41.42857142857143,60.0,2,7,4,3217,Ap3m2;Mrps31;Gm15346,3
20886,batch04,36.4,60.0,2,5,3,2818,Tex14;Trim25,2
20915,batch01,54.0,60.0,3,5,4,3002,Unc5d;Gm48594,2
20982,batch04,39.6,44.0,1,5,2,2849,Jazf1,1
20995,batch04,40.0,60.0,2,3,3,2027,Adad1,1
21045,batch04,55.44444444444444,60.0,2,9,5,4627,Vmn1r-ps27;Rasa3;Kat6a;Dlgap2,4
21101,batch04,60.0,60.0,1,5,3,2616,1700030F04Rik;Tmem72;Tmcc1;Exoc6b,4
21121,batch01,51.57142857142857,60.0,1,7,2,3091,1700030F04Rik;Slc6a11,2
21150,batch01,60.0,60.0,1,2,2,1706,Polr1a,1
21172,batch01,53.625,60.0,1,8,2,4040,Nalf1;Gm44626,2
21255,batch04,60.0,60.0,1,2,2,1767,Mylk3;Zmat4,2
21259,batch01,49.2,60.0,2,5,2,2854,Gm15935;Rel,2
21329,batch03,60.0,60.0,2,4,2,3002,Qtrt2;Ccdc191;Fam47e,3
21330,batch02,60.0,60.0,1,4,2,2382,Cacng5;Cep112;Prkca;Gm11667,4
21342,batch04,60.0,60.0,2,2,2,1564,Il12rb2,1
21348,batch03,60.0,60.0,1,8,5,3587,Mrps31;Htra4;Insr;Zmat4,4
21353,batch02,31.6,26.0,1,5,3,1875,Sh3rf1,1
21427,batch01,60.0,60.0,1,5,3,2694,Cngb1,1
21487,batch01,59.18181818181818,60.0,1,11,3,4865,Wwox;Adamts18,2
21584,batch04,60.0,60.0,1,2,2,1845,Clcn3;Palld,2
21585,batch03,47.09090909090909,60.0,1,11,3,4117,Dlgap2;Wwc2;Kbtbd11;BB014433;Arhgef10,5
21619,batch01,60.0,60.0,1,3,3,2505,Zfp827,1
21667,batch04,45.857142857142854,60.0,2,7,4,3581,Mgam;Gm43154;Trim24,3
21761,batch01,24.6,1.0,4,5,4,2327,Gm35021;Chl1;Fhit,3
21813,batch03,60.0,60.0,2,2,2,2108,Aoc1,1
21871,batch01,60.0,60.0,2,8,3,3673,Dennd5b;Gm15780;Cpne7;Ipo8;Caprin2,5
21872,batch04,41.0,52.0,2,5,3,2005,Sec14l5;Gm41414,2
21886,batch02,26.857142857142858,6.0,1,7,3,2974,n-R5s149;Gm26815;Irf8,3
21938,batch03,45.0,60.0,2,4,4,3237,1700030N03Rik;Zfp9;Lrp6;Tmem121b,4
21952,batch04,60.0,60.0,1,2,2,2308,Gm20708,1
22005,batch01,52.5,60.0,1,4,2,2198,S100a13;Dkk2;Nup210l,3
22008,batch04,48.46666666666667,60.0,2,15,5,4836,Ccdc136;Mkln1;Cpvl;2210408F21Rik;Kcp;Flnc,6
22029,batch04,45.25,60.0,2,4,2,1980,Reck,1
22066,batch04,60.0,60.0,2,3,2,2556,Cntn5;Gm50000,2
22071,batch03,37.8,60.0,1,5,2,2520,Grid2,1
22154,batch04,60.0,60.0,2,2,2,1681,Sgms2,1
22187,batch04,58.0,60.0,2,6,2,3919,Jazf1;Evx1os;Pigs,3
22210,batch04,54.285714285714285,60.0,2,7,4,3471,Gm16091;Large1;Cacna1a;Gm57329,4
22211,batch03,54.166666666666664,60.0,1,6,4,2576,Hydin;2310022B05Rik;Mbtps1;Galnt7,4
22219,batch01,60.0,60.0,1,4,3,2373,2810404M03Rik,1
22222,batch04,60.0,60.0,1,8,5,3216,Zfp964;Pbx4;Wwox;Cherp,4
22266,batch04,54.5,60.0,1,10,4,3579,Hydin;D030068K23Rik;Zfhx3,3
22314,batch04,53.333333333333336,60.0,4,9,4,3315,Nf1;Gm44787,2
22317,batch04,60.0,60.0,2,2,2,1944,Fgfr1;2900052N01Rik,2
22348,batch04,37.2,60.0,1,5,3,2751,Cilk1;Prss44,2
22353,batch01,60.0,60.0,1,2,2,1884,Zdhhc14,1
22359,batch04,23.666666666666668,10.0,3,3,3,2218,Kif27,1
22371,batch03,41.8,60.0,2,5,3,2795,Fgfr1;Kcnu1,2
22396,batch04,38.75,47.5,1,4,3,2998,2610005L07Rik,1
22479,batch04,52.0,60.0,2,8,2,3194,Ms4a15;Clybl;Ubac2;Pcca,4
22481,batch04,60.0,60.0,1,2,2,2083,Or2h2b-ps1,1
22535,batch04,55.25,60.0,3,8,3,2877,Rpn1;Rbfox2,2
22704,batch04,49.666666666666664,60.0,1,3,2,2024,Tacc1,1
22813,batch04,60.0,60.0,1,6,2,3107,Cdh13,1
22830,batch03,59.18181818181818,60.0,2,11,3,4741,Brd4;Notch3;Wdr4;Pde9a;Gm50138,5
22861,batch01,60.0,60.0,1,4,2,3123,Hk2,1
22909,batch01,60.0,60.0,1,8,2,3715,Gm29009;Vwf;Ano2,3
23087,batch04,60.0,60.0,1,3,2,2070,Foxp1;Art4;Gm20696,3
23091,batch01,60.0,60.0,1,2,2,2110,Gm20696,1
23096,batch01,49.5,49.5,2,2,2,1698,Jade1,1
23098,batch01,60.0,60.0,1,5,4,2725,1190005I06Rik;Zfp827,2
23154,batch04,48.25,60.0,2,4,2,2599,Add1;Kansl3,2
23156,batch03,35.0,35.0,2,2,2,1638,Gm22642,1
23168,batch04,60.0,60.0,2,3,2,2104,Vmp1;Med15,2
23204,batch04,37.5,54.0,2,10,4,4194,Gm25212;Vat1l;Nipsnap1;Spire2;Afg3l1,5
23225,batch02,52.6,60.0,2,10,3,3860,Ubxn10;1700030M09Rik,2
23248,batch01,32.583333333333336,40.0,2,12,5,5574,Foxp1,1
23249,batch04,60.0,60.0,2,5,4,2886,E2f2;Gm13230;Ak5,3
23270,batch01,52.75,60.0,3,16,3,7410,Nup107;Clcn3;Gm40770,3
23274,batch04,51.285714285714285,60.0,1,7,2,2536,Cct3;Bglap3;Paqr6,3
23278,batch04,20.0,0.0,2,3,2,1662,Prdm10,1
23313,batch01,47.875,60.0,1,8,2,3040,Myo16;Nrg1,2
23334,batch03,60.0,60.0,2,4,2,2971,Zfp947;Myom2;Zfp995;Zfp994,4
23404,batch03,40.0,60.0,2,3,2,1857,Aig1;Vmn2r44,2
23411,batch04,60.0,60.0,2,3,2,2336,Zfp704,1
23444,batch01,60.0,60.0,1,4,2,2862,Dgki,1
23447,batch01,54.166666666666664,60.0,1,6,4,3312,Etv6;Dgki,2
23565,batch03,56.22222222222222,60.0,1,9,2,4277,Wnk1;Gm43154;Adipor2;Erc1;Lncpint,5
23573,batch04,60.0,60.0,1,3,3,2423,Zfhx3;D030068K23Rik,2
23608,batch01,39.375,58.5,1,8,3,3124,Gm20696;Gm43948,2
23683,batch01,60.0,60.0,1,2,2,2431,Gm16091,1
23699,batch04,46.333333333333336,60.0,1,15,5,6661,Npepps;Tex2;Dcaf7;1810010H24Rik;Myl4;Bptf,6
23722,batch04,60.0,60.0,1,4,2,2524,Inpp4b,1
23735,batch01,45.666666666666664,60.0,2,3,2,2313,Brsk1,1
23843,batch04,45.75,53.0,1,4,3,1940,Klhl36;Gm27021;Cdh13,3
23848,batch01,45.0,60.0,2,7,6,3727,Large1;Ttc29;Iqgap3;Otud4;Gm34099,5
23908,batch01,60.0,60.0,2,2,2,1831,Ubqln1;Zfp947,2
23920,batch04,60.0,60.0,2,2,2,1666,Gm57398,1
23961,batch04,56.857142857142854,60.0,1,7,2,2858,Gm56933;1700027F06Rik;Gm43971,3
24083,batch01,60.0,60.0,1,2,2,1772,Gas8,1
24110,batch01,51.857142857142854,60.0,1,7,4,2694,Marchf1,1
24206,batch01,60.0,60.0,1,2,2,1891,Iqcm,1
24238,batch04,36.25,47.0,1,8,3,4469,Pkn1;Gab1;Zfhx3,3
24281,batch01,60.0,60.0,2,2,2,2050,E330020D12Rik,1
24320,batch04,45.25,60.0,1,12,4,8460,Nek1,1
24375,batch01,60.0,60.0,2,9,4,3640,Tpte;Wwox;Maf;Gm50252;Cdyl2,5
24376,batch04,60.0,60.0,1,4,2,2403,Cuedc1,1
24396,batch01,34.75,39.5,3,4,3,2493,Chfr,1
24401,batch04,50.0,60.0,1,5,2,2403,Arhgef11;Dclk2,2
24414,batch01,48.2,60.0,3,10,4,4607,Zmat4,1
24420,batch04,56.2,60.0,2,5,3,2425,Arhgap25,1
24444,batch04,40.166666666666664,60.0,2,6,4,2216,Tti2;Primpol,2
24510,batch01,46.6,60.0,1,5,2,1984,Nrg1,1
24519,batch04,57.2,60.0,1,5,2,2310,Znrf2;Met,2
24572,batch04,51.57142857142857,60.0,3,7,6,3552,Tbxas1;Unc5d;Frg1;Il1rapl2;Zmat4,5
24588,batch01,48.2,60.0,2,5,4,2779,Gse1;9430091E24Rik;Utp4,3
24604,batch03,60.0,60.0,1,2,2,1450,Mamdc2,1
24627,batch01,46.75,60.0,2,8,3,3255,Hydin;Itpr3;Zfhx3,3
24769,batch04,48.2,60.0,2,5,2,2422,Pdlim5,1
24934,batch04,60.0,60.0,2,3,3,2134,Sema5b;Gm45704,2
24960,batch04,51.916666666666664,60.0,2,12,5,5340,Mtss2;Ddx19a;Fto;Tent4b;Phlpp2;Zfp638,6
24980,batch04,45.6,60.0,2,15,7,5047,Iqcm;Nr3c2;5430421F17Rik,3
24990,batch03,39.25,60.0,2,8,5,3171,Clec4g;Skap2;Ezh2,3
25100,batch01,60.0,60.0,2,4,2,2112,Strbp;Atrnl1,2
25161,batch03,60.0,60.0,1,5,3,3912,Gm45904;Ciao2b,2
25171,batch01,60.0,60.0,3,3,3,2039,Eeig1,1
25198,batch04,52.875,60.0,3,8,4,3962,Gm45356;Galnt7,2
25201,batch02,29.75,27.5,1,4,4,1940,Snx25;Potefam3b;Irf2,3
25203,batch03,56.5,60.0,1,14,3,5973,Gm45488;Adam34,2
25272,batch01,60.0,60.0,3,8,4,3062,Rufy1;Il3;Csgalnact1;Med13l;Gm12221,5
25309,batch01,45.333333333333336,60.0,2,3,2,1686,Or12d14-ps1;Sftpa1,2
25317,batch02,60.0,60.0,1,2,2,2400,Gm44028,1
25339,batch04,55.05882352941177,60.0,3,17,9,7905,Gm45336;Fto;Exoc6b;Gm39132;Zmat4,5
25388,batch01,60.0,60.0,1,4,2,3180,Dlc1;G630064G18Rik,2
25391,batch01,55.473684210526315,60.0,2,19,4,7483,Foxp2;Gm36669;Gm36503,3
25401,batch01,44.8,60.0,1,5,2,2165,Evpl;Septin9,2
25421,batch04,56.3,60.0,2,10,4,4439,Gm26887;Colgalt1;Brme1;Cacna1a;Gm56827,5
25440,batch04,40.333333333333336,60.0,2,3,2,2480,Fxr1;Gm45732;n-R5s120,3
25444,batch04,56.0,56.0,1,2,2,1816,Mrps28;Ank2,2
25464,batch04,60.0,60.0,1,3,2,1759,Gm29455,1
25482,batch01,60.0,60.0,1,6,4,3634,Plcg2;Ndrg4;Zc3h18,3
25506,batch04,47.857142857142854,60.0,2,7,2,2491,Pkd1l3;Nsd2,2
